Number_of_announcements,Number_of_announced_NLRI_prefixes,Maximum_AS_path_length,Average_edit_distance,Maximum_edit_distance,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_incomplete_packets,Labels
47,72,10,10,0.8,41,6,Normal
48,70,11,11,0.8,46,2,Normal
43,182,11,11,0.8,41,2,Normal
44,143,9,9,0.7,43,1,Normal
73,186,11,11,1.3,68,5,Normal
94,195,10,10,1.6,85,9,Normal
76,259,15,15,1.3,71,5,Normal
85,252,12,12,1.5,76,9,Normal
65,191,15,15,1.1,51,14,Normal
47,136,11,11,0.8,43,4,Normal
74,303,22,22,1.3,72,2,Normal
45,118,10,10,0.8,44,1,Normal
67,123,13,13,1.2,65,2,Normal
74,284,13,13,1.3,70,4,Normal
68,178,11,11,1.2,61,7,Normal
49,124,12,12,0.9,41,8,Normal
72,134,12,12,1.2,67,3,Normal
86,224,13,13,1.5,82,4,Normal
98,281,13,13,1.7,87,11,Normal
59,242,13,13,1,53,6,Normal
52,102,10,10,0.9,51,1,Normal
70,212,17,17,1.2,67,3,Normal
64,158,17,17,1.1,58,6,Normal
46,171,14,14,0.8,45,1,Normal
69,121,17,17,1.2,68,1,Normal
47,97,11,11,0.9,45,2,Normal
43,70,10,10,0.8,43,0,Normal
35,71,11,11,0.6,34,1,Normal
31,76,7,7,0.5,31,0,Normal
50,127,12,12,0.9,50,0,Normal
29,77,11,11,0.5,27,2,Normal
64,225,11,11,1.1,61,3,Normal
94,288,15,15,1.6,85,9,Normal
48,151,13,13,0.9,42,6,Normal
55,145,14,14,1,49,6,Normal
70,214,14,14,1.2,65,5,Normal
72,224,15,15,1.3,71,1,Normal
69,148,14,14,1.2,68,1,Normal
108,183,15,15,1.9,94,14,Normal
84,151,11,11,1.5,75,9,Normal
52,65,8,8,0.9,49,3,Normal
72,177,12,12,1.3,66,6,Normal
69,127,12,12,1.2,67,2,Normal
26,58,13,13,0.5,25,1,Normal
55,168,14,14,0.9,51,4,Normal
62,124,12,12,1.1,54,6,Normal
29,70,11,11,0.5,26,3,Normal
64,218,8,8,1.2,63,1,Normal
98,323,17,17,1.7,95,3,Normal
50,102,11,11,0.8,48,2,Normal
42,94,10,10,0.8,42,0,Normal
61,162,15,15,1.1,60,1,Normal
53,128,10,10,0.9,50,3,Normal
52,138,10,10,0.9,47,5,Normal
110,221,12,12,1.9,96,14,Normal
82,231,9,9,1.4,74,8,Normal
53,166,10,10,0.9,51,2,Normal
50,118,15,15,0.8,44,6,Normal
92,331,14,14,1.6,88,4,Normal
78,297,15,15,1.3,76,2,Normal
70,226,14,14,1.2,59,11,Normal
74,222,12,12,1.3,71,3,Normal
84,257,15,15,1.5,83,1,Normal
53,128,15,15,0.9,51,2,Normal
46,66,14,14,0.8,42,4,Normal
105,364,12,12,1.8,93,12,Normal
51,214,9,9,0.9,48,3,Normal
48,122,9,9,0.9,46,2,Normal
59,138,10,10,1,59,0,Normal
68,367,15,15,1.2,65,3,Normal
107,1098,16,16,1.8,104,3,Normal
71,629,14,14,1.2,68,3,Normal
52,127,12,12,0.9,47,5,Normal
49,180,15,15,0.8,46,3,Normal
66,165,10,10,1.1,62,4,Normal
71,148,15,15,1.2,68,3,Normal
53,77,12,12,0.9,52,1,Normal
43,339,14,14,0.7,42,1,Normal
43,123,9,9,0.7,39,4,Normal
64,103,15,15,1.1,61,3,Normal
21,35,15,15,0.4,21,0,Normal
56,160,15,15,100,51,5,Normal
51,148,15,15,0.9,47,4,Normal
96,319,15,15,1.6,89,7,Normal
65,189,9,9,1.1,61,4,Normal
159,407,13,13,2.7,154,5,Normal
114,338,17,17,200,107,7,Normal
101,155,13,13,1.7,90,11,Normal
36,68,9,9,0.6,36,0,Normal
56,138,10,10,1,56,0,Normal
86,219,12,12,1.5,84,2,Normal
52,89,12,12,0.9,50,2,Normal
46,99,9,9,0.8,46,0,Normal
51,142,10,10,0.9,44,7,Normal
50,137,10,10,0.8,48,2,Normal
144,492,15,15,2.4,132,12,Normal
96,345,16,16,1.7,93,3,Normal
86,491,12,12,1.5,84,2,Normal
67,270,10,10,1.2,63,4,Normal
72,237,14,14,1.3,69,3,Normal
36,65,18,18,0.6,36,0,Normal
50,113,9,9,0.8,46,4,Normal
47,171,12,12,0.8,47,0,Normal
58,246,19,19,1,58,0,Normal
44,122,18,18,0.8,41,3,Normal
76,144,15,15,1.4,75,1,Normal
57,132,14,14,1,56,1,Normal
92,445,19,19,1.6,87,5,Normal
72,436,15,15,1.2,68,4,Normal
97,573,15,15,1.7,85,12,Normal
94,532,13,13,1.6,79,15,Normal
87,539,17,17,1.5,84,3,Normal
70,172,17,17,1.2,65,5,Normal
73,140,12,12,1.3,69,4,Normal
50,109,11,11,0.9,47,3,Normal
56,110,9,9,1,55,1,Normal
75,154,14,14,1.3,71,4,Normal
65,104,12,12,1.1,56,9,Normal
77,163,16,16,1.3,74,3,Normal
95,204,16,16,1.6,91,4,Normal
73,123,14,14,1.3,67,6,Normal
48,63,10,10,0.8,44,4,Normal
31,58,10,10,0.5,26,5,Normal
52,85,19,19,0.9,49,3,Normal
63,95,9,15,1.1,58,5,Normal
37,125,10,10,0.7,34,3,Normal
68,113,13,13,1.1,63,5,Normal
57,105,14,14,1,49,8,Normal
28,92,10,10,0.5,27,1,Normal
31,70,16,16,0.6,27,4,Normal
66,118,16,16,1.1,53,13,Normal
48,78,12,12,0.8,44,4,Normal
40,85,14,14,0.7,40,0,Normal
75,145,11,11,1.3,74,1,Normal
84,158,12,12,1.4,77,7,Normal
36,113,11,11,0.6,36,0,Normal
63,341,12,12,1.1,54,9,Normal
68,114,10,10,1.1,60,8,Normal
61,158,12,12,1,50,11,Normal
61,208,15,15,1.1,52,9,Normal
74,298,12,12,1.3,73,1,Normal
47,72,15,15,0.9,47,0,Normal
40,65,14,14,0.6,37,3,Normal
47,151,11,11,0.8,43,4,Normal
43,66,12,12,0.8,34,9,Normal
53,88,10,10,0.9,52,1,Normal
70,126,14,14,1.2,70,0,Normal
92,197,12,12,1.6,91,1,Normal
82,221,12,12,1.4,80,2,Normal
114,250,12,12,1.9,106,8,Normal
89,226,16,16,1.5,82,7,Normal
120,389,16,16,2.1,111,9,Normal
30,74,11,11,0.5,26,4,Normal
42,121,11,11,0.7,41,1,Normal
74,133,14,14,1.3,71,3,Normal
54,111,14,14,0.9,52,2,Normal
147,551,14,14,2.5,143,4,Normal
111,269,12,12,1.9,100,11,Normal
99,289,12,12,1.7,95,4,Normal
131,924,11,11,2.2,129,2,Normal
99,479,13,13,1.7,96,3,Normal
126,403,11,11,2.2,118,8,Normal
130,443,14,14,2.2,124,6,Normal
68,203,14,14,1.2,67,1,Normal
69,103,13,13,1.2,68,1,Normal
43,74,9,9,0.8,39,4,Normal
42,109,19,19,0.7,38,4,Normal
102,399,19,19,1.8,96,6,Normal
89,242,10,10,1.5,84,5,Normal
80,259,13,13,1.4,75,5,Normal
65,206,13,13,1.1,64,1,Normal
111,524,13,13,1.9,106,5,Normal
46,53,11,11,0.8,41,5,Normal
43,52,9,9,0.8,37,6,Normal
162,704,12,12,2.7,152,10,Normal
114,216,11,11,200,111,3,Normal
172,358,16,16,2.9,162,10,Normal
67,204,14,14,1.2,59,8,Normal
62,188,12,12,1.1,59,3,Normal
77,322,9,9,1.3,74,3,Normal
57,245,13,13,100,56,1,Normal
41,79,15,15,0.7,37,4,Normal
32,43,10,10,0.6,29,3,Normal
41,66,12,12,0.7,41,0,Normal
37,45,13,13,0.7,35,2,Normal
62,281,9,9,1.1,59,3,Normal
82,267,11,11,1.4,79,3,Normal
67,248,12,12,1.1,64,3,Normal
101,214,12,12,1.7,97,4,Normal
55,90,12,12,0.9,48,7,Normal
92,209,12,12,1.5,83,9,Normal
26,60,18,18,0.4,24,2,Normal
28,42,9,9,0.5,25,3,Normal
41,83,10,10,0.7,38,3,Normal
57,143,13,13,1,57,0,Normal
79,572,11,11,1.4,71,8,Normal
91,639,10,10,1.6,88,3,Normal
102,212,9,9,1.8,101,1,Normal
50,157,17,17,0.8,47,3,Normal
39,80,17,17,0.7,37,2,Normal
86,430,10,10,1.4,82,4,Normal
48,202,12,12,0.8,43,2,Normal
37,86,10,10,0.6,36,1,Normal
43,79,8,8,0.8,40,3,Normal
38,113,12,12,0.7,35,3,Normal
67,215,9,9,1.2,63,4,Normal
95,200,10,10,1.6,85,10,Normal
116,695,11,11,200,106,10,Normal
89,189,11,11,1.5,88,1,Normal
58,80,13,13,1,56,2,Normal
49,89,11,11,0.9,48,1,Normal
45,122,12,12,0.8,42,3,Normal
68,135,14,14,1.1,65,3,Normal
65,101,12,12,1.2,61,4,Normal
41,145,10,10,0.7,41,0,Normal
55,232,10,10,0.9,55,0,Normal
78,286,13,13,1.3,71,7,Normal
83,272,16,16,1.4,69,14,Normal
42,116,13,13,0.8,39,3,Normal
43,76,13,13,0.8,43,0,Normal
57,181,7,7,1,53,4,Normal
42,99,9,9,0.7,34,5,Normal
61,168,10,10,1.1,55,6,Normal
269,969,11,11,4.5,257,12,Normal
171,548,11,11,2.9,165,6,Normal
38,48,8,8,0.7,38,0,Normal
36,54,8,8,0.6,25,11,Normal
46,79,11,11,0.8,34,12,Normal
92,399,10,10,1.6,74,18,Normal
63,180,9,9,1.1,59,4,Normal
49,68,11,11,0.9,44,5,Normal
84,303,12,12,1.4,73,11,Normal
88,230,9,9,1.5,82,6,Normal
43,70,11,11,0.8,41,2,Normal
45,76,12,12,0.8,38,7,Normal
70,173,16,16,1.2,62,8,Normal
50,98,16,16,0.9,41,9,Normal
101,206,18,18,1.7,86,15,Normal
106,226,11,11,1.8,89,17,Normal
50,82,8,8,0.8,42,8,Normal
80,174,19,19,1.4,70,10,Normal
44,71,14,14,0.8,39,5,Normal
48,75,16,16,0.8,44,4,Normal
67,143,15,15,1.2,63,4,Normal
22,62,9,9,0.4,20,2,Normal
36,51,8,8,0.6,35,1,Normal
46,64,11,11,0.8,44,2,Normal
60,137,12,12,1,57,3,Normal
49,75,9,9,0.8,43,6,Normal
59,120,11,11,1,53,6,Normal
64,113,12,12,1.1,56,6,Normal
42,103,9,9,0.7,40,2,Normal
53,76,11,11,0.9,50,3,Normal
26,46,11,11,0.5,20,6,Normal
29,45,9,9,0.5,29,0,Normal
37,54,9,9,0.7,35,2,Normal
95,149,13,13,1.7,86,9,Normal
53,85,14,14,0.9,49,4,Normal
61,100,12,12,1.1,57,4,Normal
44,63,12,12,0.8,44,0,Normal
25,57,11,11,0.5,20,5,Normal
61,93,12,12,1,55,5,Normal
60,148,9,9,1,57,2,Normal
66,201,13,13,1.1,61,5,Normal
61,178,13,13,1,55,6,Normal
130,245,12,12,2.2,115,15,Normal
72,148,11,11,1.2,62,10,Normal
73,187,12,12,1.3,60,13,Normal
47,69,12,12,0.8,41,6,Normal
59,208,12,12,1,58,1,Normal
165,564,15,15,2.8,138,27,Normal
69,246,13,13,1.2,67,2,Normal
79,185,11,11,1.4,77,2,Normal
66,114,9,9,1.1,59,7,Normal
86,137,13,13,1.5,80,6,Normal
77,143,9,9,1.3,72,5,Normal
59,109,9,9,1,55,4,Normal
79,254,12,12,1.4,75,4,Normal
58,134,11,11,1,52,6,Normal
82,187,12,12,1.4,72,10,Normal
71,210,12,12,1.2,57,14,Normal
67,159,10,10,1.2,66,1,Normal
56,107,9,9,100,55,1,Normal
55,170,9,9,1,50,5,Normal
87,218,13,13,1.5,85,2,Normal
81,310,21,21,1.4,76,5,Normal
55,97,13,13,0.9,52,3,Normal
94,275,12,12,1.6,78,16,Normal
123,339,14,14,2.1,97,26,Normal
111,385,13,13,1.9,100,11,Normal
99,478,12,12,1.7,83,16,Normal
55,169,12,12,100,52,3,Normal
34,44,8,8,0.6,31,3,Normal
30,56,9,9,0.6,30,0,Normal
58,145,9,9,1,56,2,Normal
61,134,12,12,1,56,5,Normal
59,125,12,12,1,53,6,Normal
84,162,10,10,1.4,80,4,Normal
45,92,11,11,0.8,42,3,Normal
76,189,9,9,1.3,69,7,Normal
31,43,10,10,0.6,29,2,Normal
26,38,8,8,0.5,23,3,Normal
57,141,11,11,1,48,9,Normal
53,163,12,12,0.9,45,8,Normal
208,806,12,12,3.5,168,40,Normal
90,208,10,10,1.6,86,4,Normal
74,158,14,14,1.3,67,7,Normal
66,108,14,14,1.2,64,2,Normal
44,99,9,9,0.8,40,4,Normal
87,328,11,11,1.5,73,14,Normal
59,102,11,11,1,54,5,Normal
67,139,12,12,1.2,56,11,Normal
55,106,9,9,0.9,51,4,Normal
51,88,17,17,0.9,51,0,Normal
62,184,21,21,1.1,55,7,Normal
70,173,9,9,1.2,68,2,Normal
61,225,9,9,1,58,3,Normal
79,351,11,11,1.4,69,10,Normal
106,365,12,12,1.8,87,19,Normal
54,119,17,17,100,49,5,Normal
71,157,15,15,1.2,64,7,Normal
115,244,16,16,2,105,10,Normal
57,102,9,9,1,53,4,Normal
60,81,11,11,1,57,3,Normal
82,180,13,13,1.4,75,7,Normal
105,240,13,13,1.8,99,6,Normal
78,205,11,11,1.4,73,5,Normal
179,856,12,12,3,150,29,Normal
153,567,12,12,2.6,124,29,Normal
120,409,11,11,2.1,92,28,Normal
74,261,10,10,1.3,65,9,Normal
99,492,12,12,1.7,84,15,Normal
92,349,11,11,1.6,86,6,Normal
183,708,19,19,3.1,179,4,Normal
64,129,10,10,1.1,57,7,Normal
81,214,9,9,1.4,81,0,Normal
80,193,12,12,1.4,78,2,Normal
114,213,14,14,1.9,108,6,Normal
47,68,16,16,0.8,46,1,Normal
50,80,16,16,0.9,50,0,Normal
65,124,13,13,1.1,62,3,Normal
62,96,13,13,1.1,58,4,Normal
46,63,13,13,0.8,42,4,Normal
65,141,14,14,1.1,59,6,Normal
76,239,13,13,1.3,72,4,Normal
112,261,13,13,1.9,106,6,Normal
77,150,13,13,1.3,74,3,Normal
45,169,12,12,0.8,42,3,Normal
50,299,11,11,0.9,49,1,Normal
33,117,11,11,0.6,31,2,Normal
28,89,14,14,0.5,27,1,Normal
26,135,13,13,0.5,23,3,Normal
49,276,16,16,0.9,40,9,Normal
36,74,16,16,0.6,31,5,Normal
47,112,8,8,0.8,40,7,Normal
59,116,13,13,1,53,6,Normal
43,110,14,14,0.8,39,4,Normal
30,68,14,14,0.6,26,4,Normal
34,64,14,14,0.6,30,4,Normal
44,273,11,11,0.8,41,3,Normal
47,107,9,9,0.8,42,5,Normal
239,1080,14,14,4,220,19,Normal
46,127,10,10,0.8,37,9,Normal
50,188,9,9,0.9,46,4,Normal
38,70,9,9,0.7,32,6,Normal
73,133,11,11,1.2,66,7,Normal
73,133,12,12,1.3,71,2,Normal
47,73,12,12,0.8,44,3,Normal
34,90,9,9,0.6,34,0,Normal
49,67,10,10,0.8,42,7,Normal
51,95,12,12,0.9,47,4,Normal
49,85,10,10,0.8,44,5,Normal
68,124,12,12,1.2,62,6,Normal
46,95,12,12,0.8,42,4,Normal
41,166,8,8,0.7,39,2,Normal
61,268,15,15,1.1,55,6,Normal
61,145,8,8,1.1,59,2,Normal
57,123,13,13,1,54,3,Normal
41,94,16,16,0.7,39,2,Normal
95,250,16,16,1.7,89,6,Normal
52,106,20,20,0.9,48,4,Normal
56,161,20,20,1,54,2,Normal
80,454,12,12,1.4,69,11,Normal
21,91,8,8,0.4,19,2,Normal
43,155,12,12,0.7,39,4,Normal
80,413,11,11,1.4,76,4,Normal
77,390,15,15,1.4,76,1,Normal
57,153,9,9,1,48,8,Normal
48,182,15,15,0.8,43,4,Normal
80,336,8,8,1.4,78,2,Normal
69,226,8,8,1.2,65,4,Normal
91,433,9,9,1.6,81,10,Normal
104,410,19,19,1.8,91,11,Normal
113,407,15,15,200,109,3,Normal
100,186,18,18,1.7,92,8,Normal
66,126,19,19,1.2,58,8,Normal
56,82,14,14,100,47,9,Normal
32,40,14,14,0.5,28,4,Normal
41,51,15,15,0.7,38,3,Normal
86,184,19,19,1.5,80,6,Normal
52,78,19,19,0.9,51,1,Normal
42,58,14,14,0.7,33,9,Normal
59,79,14,14,1,52,7,Normal
38,51,8,8,0.7,35,3,Normal
48,63,11,11,0.8,45,3,Normal
67,121,10,10,1.2,61,6,Normal
67,106,20,20,1.2,63,4,Normal
85,132,12,12,1.5,72,13,Normal
42,64,16,16,0.8,35,7,Normal
89,342,17,17,1.5,72,17,Normal
53,248,16,16,0.9,44,7,Normal
69,137,9,9,1.2,65,4,Normal
86,158,17,17,1.5,78,8,Normal
110,217,16,16,1.9,104,6,Normal
84,150,14,14,1.5,80,4,Normal
64,112,11,11,1.1,60,4,Normal
48,201,15,15,0.8,42,6,Normal
91,446,15,15,1.5,80,11,Normal
76,239,15,15,1.3,70,6,Normal
98,224,16,16,1.7,86,12,Normal
69,157,16,16,1.2,65,4,Normal
71,232,16,16,1.2,62,9,Normal
87,330,11,11,1.5,76,11,Normal
87,168,11,11,1.5,81,6,Normal
116,469,11,11,2,103,13,Normal
98,467,12,12,1.7,81,17,Normal
62,92,11,11,1,60,2,Normal
66,158,12,12,1.2,57,9,Normal
47,64,10,10,0.9,43,4,Normal
63,195,9,9,1.1,57,6,Normal
55,122,10,10,0.9,50,5,Normal
34,84,11,11,0.6,28,6,Normal
78,262,11,11,1.3,71,7,Normal
118,545,12,12,2,103,15,Normal
50,68,15,15,0.9,46,4,Normal
58,86,16,16,1,54,4,Normal
66,147,11,11,1.2,57,9,Normal
55,118,7,7,100,48,7,Normal
81,337,17,17,1.4,64,17,Normal
91,511,15,15,1.6,80,11,Normal
30,65,9,9,0.6,28,2,Normal
42,78,8,8,0.7,37,5,Normal
74,344,12,12,1.3,63,11,Normal
51,270,9,9,0.9,45,6,Normal
64,220,14,14,1.1,59,5,Normal
65,327,12,12,1.1,65,0,Normal
96,272,12,12,1.7,96,0,Normal
47,97,12,12,0.8,47,0,Normal
65,144,13,13,1.1,61,4,Normal
48,114,9,9,0.8,42,6,Normal
64,144,9,9,1.1,59,5,Normal
50,104,10,10,0.9,44,6,Normal
50,138,11,11,0.9,50,0,Normal
29,45,9,9,0.5,29,0,Normal
39,90,14,14,0.7,30,9,Normal
55,102,15,15,0.9,55,0,Normal
78,105,13,13,1.3,77,1,Normal
64,118,9,9,1.1,61,3,Normal
47,68,8,8,0.8,43,4,Normal
66,240,14,14,1.2,62,4,Normal
59,104,10,10,1,58,1,Normal
55,112,10,10,100,55,0,Normal
38,209,10,10,0.7,36,2,Normal
42,230,7,7,0.7,40,2,Normal
33,59,12,12,0.6,30,3,Normal
23,35,12,12,0.4,22,1,Normal
49,122,10,10,0.9,49,0,Normal
44,114,12,12,0.8,44,0,Normal
46,114,8,8,0.8,45,1,Normal
46,108,12,12,0.8,45,1,Normal
40,90,7,7,0.7,39,1,Normal
31,94,8,8,0.5,29,2,Normal
47,70,11,11,0.8,44,3,Normal
59,81,12,12,1,56,3,Normal
65,153,11,11,1.1,58,7,Normal
75,161,16,16,1.3,72,3,Normal
79,208,16,16,1.4,66,13,Normal
112,194,12,12,1.9,98,14,Normal
70,164,11,11,1.2,57,13,Normal
73,128,11,11,1.3,64,9,Normal
53,122,9,9,0.9,50,3,Normal
49,98,15,15,0.9,44,5,Normal
55,93,9,9,100,51,4,Normal
46,89,8,8,0.8,40,6,Normal
51,72,11,11,0.9,43,8,Normal
89,152,10,10,1.5,81,8,Normal
37,76,13,13,0.6,29,8,Normal
62,101,9,9,1.1,45,17,Normal
54,85,8,8,0.9,48,6,Normal
39,68,12,12,0.7,34,5,Normal
47,82,19,19,0.8,45,2,Normal
31,59,11,11,0.6,29,2,Normal
31,43,19,19,0.6,28,3,Normal
45,69,12,12,0.8,43,2,Normal
67,97,19,19,1.1,64,3,Normal
36,152,11,11,0.6,36,0,Normal
54,287,8,8,0.9,48,6,Normal
68,468,9,9,1.2,50,18,Normal
44,83,9,9,0.8,38,6,Normal
41,102,9,9,0.7,37,4,Normal
80,186,15,15,1.4,74,6,Normal
52,290,10,10,0.9,42,10,Normal
52,215,8,8,0.9,47,5,Normal
45,131,13,13,0.7,41,4,Normal
23,247,9,9,0.4,23,0,Normal
46,273,10,10,0.8,46,0,Normal
41,191,9,9,0.7,38,3,Normal
38,56,12,12,0.6,35,3,Normal
47,136,12,12,0.8,42,5,Normal
70,188,13,13,1.2,57,13,Normal
61,83,11,11,1,54,7,Normal
40,89,8,8,0.7,37,3,Normal
40,93,7,7,0.7,38,2,Normal
42,84,9,9,0.7,40,2,Normal
63,202,11,11,1.1,57,6,Normal
58,140,9,9,1,55,3,Normal
51,81,11,11,0.9,44,7,Normal
61,95,12,12,1,56,5,Normal
51,85,12,12,0.9,50,1,Normal
48,83,12,12,0.8,41,7,Normal
64,132,11,11,1.1,55,9,Normal
61,112,12,12,1.1,48,13,Normal
59,112,11,11,1,49,10,Normal
51,115,12,12,0.9,41,8,Normal
74,159,12,12,1.3,67,5,Normal
86,166,11,11,1.5,75,4,Normal
57,104,12,12,1,50,7,Normal
48,158,12,12,0.8,45,3,Normal
34,115,9,9,0.6,33,1,Normal
30,73,9,9,0.5,30,0,Normal
48,88,11,11,0.8,47,1,Normal
52,275,9,9,0.9,49,3,Normal
64,259,12,12,1.1,56,7,Normal
39,241,8,8,0.7,37,0,Normal
63,227,15,16,1,62,1,Normal
46,105,8,8,0.8,43,3,Normal
80,292,8,8,1.3,74,6,Normal
109,335,16,16,1.9,102,7,Normal
32,106,9,9,0.5,30,2,Normal
72,188,14,14,1.2,68,4,Normal
68,127,11,11,1.2,68,0,Normal
43,79,11,11,0.8,43,0,Normal
62,100,11,11,1.1,61,1,Normal
69,133,17,17,1.2,68,1,Normal
106,150,17,17,1.8,101,5,Normal
78,135,12,12,1.3,74,4,Normal
60,95,11,11,1,60,0,Normal
50,77,13,13,0.9,47,3,Normal
58,155,11,11,1,52,6,Normal
37,89,12,12,0.6,37,0,Normal
49,124,13,13,0.9,45,4,Normal
39,82,13,13,0.7,36,3,Normal
57,111,14,15,100,56,1,Normal
58,106,9,9,1,55,3,Normal
52,94,14,14,0.9,51,1,Normal
35,68,13,13,0.6,35,0,Normal
53,109,18,18,100,50,3,Normal
43,126,18,18,0.7,41,2,Normal
67,187,14,14,1.2,56,11,Normal
55,155,12,12,0.9,48,7,Normal
59,189,12,12,1,53,6,Normal
77,163,8,8,1.3,66,11,Normal
75,133,13,13,1.3,66,9,Normal
63,165,13,13,1.1,52,11,Normal
47,105,12,12,0.8,39,8,Normal
47,100,12,12,0.8,44,3,Normal
108,188,13,13,1.8,100,8,Normal
110,230,12,12,1.9,97,13,Normal
105,342,14,14,1.8,89,16,Normal
70,149,13,13,1.2,62,8,Normal
106,350,13,13,1.8,93,13,Normal
34,49,12,12,0.6,31,3,Normal
35,58,10,10,0.6,29,6,Normal
25,50,15,15,0.4,22,3,Normal
24,39,8,8,0.4,23,1,Normal
38,131,11,11,0.7,37,1,Normal
55,108,13,13,0.9,50,5,Normal
82,228,12,12,1.4,68,14,Normal
46,109,15,15,0.8,40,6,Normal
58,123,10,10,1,56,2,Normal
31,40,13,13,0.5,29,2,Normal
81,468,10,10,1.4,72,9,Normal
66,150,10,10,1.1,63,3,Normal
44,84,10,10,0.8,35,9,Normal
81,224,12,12,1.4,67,14,Normal
79,189,11,11,1.3,72,7,Normal
56,112,10,10,100,53,3,Normal
57,202,10,10,1,56,1,Normal
53,203,9,9,0.9,49,4,Normal
41,145,16,16,0.7,39,2,Normal
40,93,17,17,0.7,36,4,Normal
81,247,11,11,1.4,74,7,Normal
51,136,12,12,0.9,51,0,Normal
56,173,16,16,1,44,12,Normal
532,2777,16,16,8.9,486,44,Normal
548,2839,13,13,9.1,504,42,Normal
44,116,12,12,0.8,40,4,Normal
65,148,8,8,1.1,62,3,Normal
33,105,8,8,0.6,31,2,Normal
29,84,7,7,0.5,29,0,Normal
44,86,10,10,0.8,40,4,Normal
46,77,11,11,0.8,44,2,Normal
70,193,16,16,1.2,69,1,Normal
228,849,15,15,3.8,222,6,Normal
51,134,11,11,0.9,41,10,Normal
75,152,12,12,1.3,64,11,Normal
65,146,15,15,1.1,51,14,Normal
65,115,15,15,1.1,52,13,Normal
37,78,8,8,0.6,36,1,Normal
26,48,9,9,0.4,26,0,Normal
40,66,12,12,0.7,31,9,Normal
41,54,18,18,0.7,30,11,Normal
40,48,19,19,0.7,31,9,Normal
31,36,15,15,0.5,29,2,Normal
29,40,14,14,0.5,26,3,Normal
56,140,19,19,100,48,8,Normal
25,103,10,10,0.5,21,4,Normal
28,49,11,11,0.5,27,1,Normal
32,44,12,12,0.6,32,0,Normal
54,114,13,13,0.9,53,1,Normal
40,100,12,12,0.7,39,1,Normal
39,87,12,12,0.7,32,7,Normal
48,84,19,19,0.9,43,5,Normal
58,112,19,19,1,51,7,Normal
42,72,19,19,0.8,34,8,Normal
82,159,18,18,1.4,74,8,Normal
53,63,12,12,0.9,48,5,Normal
93,183,18,18,1.6,88,5,Normal
61,107,18,18,1.1,58,3,Normal
61,149,9,9,1,56,5,Normal
33,58,9,9,0.6,26,7,Normal
35,65,8,8,0.6,31,4,Normal
71,234,14,14,1.2,64,7,Normal
99,279,12,12,1.7,88,11,Normal
56,138,11,11,0.9,55,1,Normal
44,92,8,8,0.8,41,3,Normal
38,52,11,11,0.7,36,2,Normal
75,123,9,9,1.3,60,15,Normal
56,90,15,15,100,49,7,Normal
46,68,9,9,0.8,42,4,Normal
33,41,11,11,0.6,29,4,Normal
46,288,12,12,0.8,37,9,Normal
31,325,8,8,0.6,30,1,Normal
34,100,12,12,0.6,34,0,Normal
28,41,12,12,0.5,28,0,Normal
38,79,11,11,0.7,38,0,Normal
24,66,8,8,0.4,22,2,Normal
47,80,12,12,0.8,47,0,Normal
22,38,18,18,0.4,20,2,Normal
36,86,9,9,0.7,29,7,Normal
32,51,18,18,0.6,28,4,Normal
21,31,8,8,0.3,17,4,Normal
52,129,8,8,0.9,46,6,Normal
44,115,8,8,0.7,38,6,Normal
36,158,7,7,0.6,36,0,Normal
46,116,9,9,0.8,46,0,Normal
78,217,9,9,1.3,74,4,Normal
91,155,15,15,1.6,80,11,Normal
67,106,14,14,1.1,62,5,Normal
86,122,13,13,1.5,73,13,Normal
44,76,10,10,0.8,37,6,Normal
40,72,10,10,0.7,34,4,Normal
42,67,9,9,0.7,36,6,Normal
56,116,9,9,1,46,10,Normal
84,362,10,10,1.4,76,8,Normal
212,971,15,15,3.6,204,8,Normal
610,3720,13,13,10,608,2,Normal
70,209,10,10,1.2,67,3,Normal
85,231,8,8,1.5,78,7,Normal
61,94,11,11,1,54,7,Normal
61,108,11,11,1.1,47,14,Normal
65,103,12,12,1.1,60,5,Normal
38,119,12,12,0.7,37,1,Normal
23,95,12,12,0.4,23,0,Normal
27,136,9,9,0.5,27,0,Normal
35,110,8,8,0.6,33,2,Normal
59,124,9,9,1,56,3,Normal
40,69,11,11,0.7,40,0,Normal
16,36,7,7,0.3,14,2,Normal
29,53,9,9,0.5,27,2,Normal
47,86,10,10,0.8,42,5,Normal
46,64,12,12,0.8,41,5,Normal
50,100,11,11,0.9,42,8,Normal
52,161,9,9,0.9,47,5,Normal
52,178,8,8,0.9,38,14,Normal
31,129,11,11,0.5,24,7,Normal
46,102,10,10,0.8,41,5,Normal
66,136,10,10,1.1,61,5,Normal
61,119,13,13,1.1,55,6,Normal
43,79,13,13,0.7,40,3,Normal
42,70,8,8,0.7,37,5,Normal
37,63,9,9,0.6,30,7,Normal
23,35,8,8,0.4,19,4,Normal
18,25,7,7,0.3,14,4,Normal
62,123,10,10,1.1,52,10,Normal
68,113,14,14,1.2,53,15,Normal
63,124,15,15,1.1,52,11,Normal
65,122,14,14,1.1,63,2,Normal
67,181,12,12,1.2,58,9,Normal
59,105,18,18,1,57,2,Normal
50,98,19,19,0.9,47,3,Normal
32,50,10,10,0.6,32,0,Normal
